sector,ema_window,threshold,trades,win_rate,avg_profit,median_profit
Thermal & Power Infrastructure,120,0.005,82,0.7195121951219512,0.06216571157990642,0.04900372352741589
Thermal & Power Infrastructure,120,0.01,129,0.7054263565891473,0.05960012370208248,0.05170558399761238
Thermal & Power Infrastructure,120,0.02,176,0.6590909090909091,0.051651334585466134,0.0354112231249224
Thermal & Power Infrastructure,240,0.0,4,0.75,0.008242742663878033,0.019837407744522584
Thermal & Power Infrastructure,240,0.0025,39,0.358974358974359,-0.009127746029004204,-0.044999996821085575
Thermal & Power Infrastructure,240,0.005,61,0.4262295081967213,0.0033281889325695742,-0.02165151348715999
Thermal & Power Infrastructure,240,0.01,96,0.5729166666666666,0.04991212247155202,0.035406807560348086
Thermal & Power Infrastructure,240,0.02,121,0.6198347107438017,0.049578940397514995,0.02901411362695816
Cybersecurity Software,5,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,5,0.0025,404,0.5866336633663366,0.004655901418316753,0.018929483932975888
Cybersecurity Software,5,0.005,712,0.5926966292134831,0.010150205193171525,0.022868654026136026
Cybersecurity Software,5,0.01,894,0.5928411633109619,0.018005574642496216,0.02404688141918654
Cybersecurity Software,5,0.02,741,0.5924426450742241,0.019063571913732764,0.024436244212747704
Cybersecurity Software,10,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,10,0.0025,260,0.6,0.014011146847718387,0.030149451473404865
Cybersecurity Software,10,0.005,443,0.6094808126410836,0.015111965023143091,0.02913194026097843
Cybersecurity Software,10,0.01,653,0.5712098009188361,0.01019126723337261,0.020090613523082945
Cybersecurity Software,10,0.02,707,0.5898161244695899,0.012472392242675155,0.020508995449633804
Cybersecurity Software,20,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,20,0.0025,156,0.5641025641025641,0.015184575762797338,0.019853479277189612
Cybersecurity Software,20,0.005,279,0.5770609318996416,0.01744429807055833,0.022492295055793976
Cybersecurity Software,20,0.01,439,0.5990888382687927,0.01705130632464968,0.025679034951292534
Cybersecurity Software,20,0.02,557,0.5834829443447038,0.011379722250088632,0.02164338950632083
Cybersecurity Software,60,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,60,0.0025,91,0.5714285714285714,0.022658126994153656,0.024607551054850907
Cybersecurity Software,60,0.005,151,0.5695364238410596,0.023242492720166374,0.01951259546425521
Cybersecurity Software,60,0.01,257,0.5836575875486382,0.020625991645423714,0.022492295055793976
Cybersecurity Software,60,0.02,326,0.5797546012269938,0.020805647768337418,0.03202254826990214
Cybersecurity Software,120,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,120,0.0025,55,0.6181818181818182,0.04357890140990887,0.044679917041226425
Cybersecurity Software,120,0.005,89,0.6067415730337079,0.03329129784516604,0.04438029548788758
Cybersecurity Software,120,0.01,163,0.558282208588957,0.019982946228055368,0.023948973538480578
Cybersecurity Software,120,0.02,222,0.5225225225225225,0.00421009654118169,0.010544392637423794
Cybersecurity Software,240,0.0,4,0.25,-0.08975500971569716,-0.12231311014870283
Cybersecurity Software,240,0.0025,53,0.5849056603773585,0.018915208526594493,0.03250078012165347
Cybersecurity Software,240,0.005,83,0.5783132530120482,0.0191496107335779,0.02999838844018421
Cybersecurity Software,240,0.01,128,0.546875,0.016924823588960775,0.01951204107876936
Cybersecurity Software,240,0.02,173,0.5722543352601156,0.021919681659121636,0.02999838844018421
Enterprise Software & Data,5,0.0,6,0.16666666666666666,-0.09030105522596439,-0.06908068444117921
Enterprise Software & Data,5,0.0025,580,0.5310344827586206,0.015910159876613206,0.014178623222572462
Enterprise Software & Data,5,0.005,938,0.5213219616204691,0.013422539275528703,0.009143502883102506
Enterprise Software & Data,5,0.01,1245,0.5301204819277109,0.016114093262304726,0.010752522041165058
Enterprise Software & Data,5,0.02,1085,0.5299539170506913,0.014843016291622818,0.008969544567050791
